,id,title,view,label,title_tokens,title_tokens_fdist,title_tokens_WSW,title_normalized,title_tokens_stemmed
324,324,pemda malang raya targetkan test covid untuk warga per hari,12342,populer,"['pemda', 'malang', 'raya', 'targetkan', 'test', 'covid', 'untuk', 'warga', 'per', 'hari']",<FreqDist with 10 samples and 10 outcomes>,"['pemda', 'malang', 'raya', 'targetkan', 'test', 'covid', 'warga']","['pemda', 'malang', 'raya', 'targetkan', 'test', 'covid', 'warga']","['pemda', 'malang', 'raya', 'target', 'test', 'covid', 'warga']"
325,325,kapolsek blimbing malang meninggal setelah berjuang melawan covid,897,populer,"['kapolsek', 'blimbing', 'malang', 'meninggal', 'setelah', 'berjuang', 'melawan', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['kapolsek', 'blimbing', 'malang', 'meninggal', 'berjuang', 'melawan', 'covid']","['kapolsek', 'blimbing', 'malang', 'meninggal', 'berjuang', 'melawan', 'covid']","['kapolsek', 'blimbing', 'malang', 'tinggal', 'juang', 'lawan', 'covid']"
326,326,panik gak pengantin positif covid tetap nekat gelar resepsi,4082,populer,"['panik', 'gak', 'pengantin', 'positif', 'covid', 'tetap', 'nekat', 'gelar', 'resepsi']",<FreqDist with 9 samples and 9 outcomes>,"['panik', 'pengantin', 'positif', 'covid', 'nekat', 'gelar', 'resepsi']","['panik', 'pengantin', 'positif', 'covid', 'nekat', 'gelar', 'resepsi']","['panik', 'pengantin', 'positif', 'covid', 'nekat', 'gelar', 'resepsi']"
327,327,anak belum divaksin bagaimana melindungi mereka dari covid,10018,populer,"['anak', 'belum', 'divaksin', 'bagaimana', 'melindungi', 'mereka', 'dari', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['anak', 'divaksin', 'melindungi', 'covid']","['anak', 'divaksin', 'melindungi', 'covid']","['anak', 'vaksin', 'lindung', 'covid']"
328,328,covid menggila warga malang raya kompak bikin diangan,4400,populer,"['covid', 'menggila', 'warga', 'malang', 'raya', 'kompak', 'bikin', 'diangan']",<FreqDist with 8 samples and 8 outcomes>,"['covid', 'menggila', 'warga', 'malang', 'raya', 'kompak', 'diangan']","['covid', 'menggila', 'warga', 'malang', 'raya', 'kompak', 'diangan']","['covid', 'gila', 'warga', 'malang', 'raya', 'kompak', 'diang']"
329,329,penderita covid di kabupaten malang pilih isoman,9194,populer,"['penderita', 'covid', 'di', 'kabupaten', 'malang', 'pilih', 'isoman']",<FreqDist with 7 samples and 7 outcomes>,"['penderita', 'covid', 'kabupaten', 'malang', 'pilih', 'isoman']","['penderita', 'covid', 'kabupaten', 'malang', 'pilih', 'isoman']","['derita', 'covid', 'kabupaten', 'malang', 'pilih', 'isoman']"
330,330,penerapan ppkm demi kendalikan laju covid dan menjaga masyarakat,14579,populer,"['penerapan', 'ppkm', 'demi', 'kendalikan', 'laju', 'covid', 'dan', 'menjaga', 'masyarakat']",<FreqDist with 9 samples and 9 outcomes>,"['penerapan', 'ppkm', 'kendalikan', 'laju', 'covid', 'menjaga', 'masyarakat']","['penerapan', 'ppkm', 'kendalikan', 'laju', 'covid', 'menjaga', 'masyarakat']","['terap', 'ppkm', 'kendali', 'laju', 'covid', 'jaga', 'masyarakat']"
331,331,sri mulyani sebut ledakan covid indonesia sama seperti india,14729,populer,"['sri', 'mulyani', 'sebut', 'ledakan', 'covid', 'indonesia', 'sama', 'seperti', 'india']",<FreqDist with 9 samples and 9 outcomes>,"['sri', 'mulyani', 'ledakan', 'covid', 'indonesia', 'india']","['sri', 'mulyani', 'ledakan', 'covid', 'indonesia', 'india']","['sri', 'mulyani', 'ledak', 'covid', 'indonesia', 'india']"
332,332,taat prokes covid bri perkenalkan reservasi online pencairan bpum,3536,populer,"['taat', 'prokes', 'covid', 'bri', 'perkenalkan', 'reservasi', 'online', 'pencairan', 'bpum']",<FreqDist with 9 samples and 9 outcomes>,"['taat', 'prokes', 'covid', 'bri', 'perkenalkan', 'reservasi', 'online', 'pencairan', 'bpum']","['taat', 'prokes', 'covid', 'bri', 'perkenalkan', 'reservasi', 'online', 'pencairan', 'bpum']","['taat', 'prokes', 'covid', 'bri', 'kenal', 'reservasi', 'online', 'cair', 'bpum']"
333,333,kota malang bentuk satgas trauma healing covid,6357,populer,"['kota', 'malang', 'bentuk', 'satgas', 'trauma', 'healing', 'covid']",<FreqDist with 7 samples and 7 outcomes>,"['kota', 'malang', 'bentuk', 'satgas', 'trauma', 'healing', 'covid']","['kota', 'malang', 'bentuk', 'satgas', 'trauma', 'healing', 'covid']","['kota', 'malang', 'bentuk', 'satgas', 'trauma', 'healing', 'covid']"
334,334,wali kota malang sunat tunjangan asn untuk penanganan covid,11196,populer,"['wali', 'kota', 'malang', 'sunat', 'tunjangan', 'asn', 'untuk', 'penanganan', 'covid']",<FreqDist with 9 samples and 9 outcomes>,"['wali', 'kota', 'malang', 'sunat', 'tunjangan', 'asn', 'penanganan', 'covid']","['wali', 'kota', 'malang', 'sunat', 'tunjangan', 'asn', 'penanganan', 'covid']","['wali', 'kota', 'malang', 'sunat', 'tunjang', 'asn', 'tangan', 'covid']"
335,335,tim pengawasan kegiatan kurban hadir untuk lindungi warga dari covid,4238,populer,"['tim', 'pengawasan', 'kegiatan', 'kurban', 'hadir', 'untuk', 'lindungi', 'warga', 'dari', 'covid']",<FreqDist with 10 samples and 10 outcomes>,"['tim', 'pengawasan', 'kegiatan', 'kurban', 'hadir', 'lindungi', 'warga', 'covid']","['tim', 'pengawasan', 'kegiatan', 'kurban', 'hadir', 'lindungi', 'warga', 'covid']","['tim', 'awas', 'giat', 'kurban', 'hadir', 'lindung', 'warga', 'covid']"
336,336,update situasi terkini pandemi covid di berbagai negara,2789,populer,"['update', 'situasi', 'terkini', 'pandemi', 'covid', 'di', 'berbagai', 'negara']",<FreqDist with 8 samples and 8 outcomes>,"['update', 'situasi', 'terkini', 'pandemi', 'covid', 'negara']","['update', 'situasi', 'terkini', 'pandemi', 'covid', 'negara']","['update', 'situasi', 'kini', 'pandemi', 'covid', 'negara']"
337,337,ruang isolasi covid rs di malang didominasi pasien luar daerah,9780,populer,"['ruang', 'isolasi', 'covid', 'rs', 'di', 'malang', 'didominasi', 'pasien', 'luar', 'daerah']",<FreqDist with 10 samples and 10 outcomes>,"['ruang', 'isolasi', 'covid', 'rs', 'malang', 'didominasi', 'pasien', 'daerah']","['ruang', 'isolasi', 'covid', 'rs', 'malang', 'didominasi', 'pasien', 'daerah']","['ruang', 'isolasi', 'covid', 'rs', 'malang', 'dominasi', 'pasien', 'daerah']"
338,338,wali kota malang bantah ada penelantaran jenazah covid,11864,populer,"['wali', 'kota', 'malang', 'bantah', 'ada', 'penelantaran', 'jenazah', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['wali', 'kota', 'malang', 'bantah', 'penelantaran', 'jenazah', 'covid']","['wali', 'kota', 'malang', 'bantah', 'penelantaran', 'jenazah', 'covid']","['wali', 'kota', 'malang', 'bantah', 'telantar', 'jenazah', 'covid']"
339,339,biar lebih merata pemkot malang siapkan dua jalur vaksinasi covid,14947,populer,"['biar', 'lebih', 'merata', 'pemkot', 'malang', 'siapkan', 'dua', 'jalur', 'vaksinasi', 'covid']",<FreqDist with 10 samples and 10 outcomes>,"['merata', 'pemkot', 'malang', 'siapkan', 'jalur', 'vaksinasi', 'covid']","['merata', 'pemkot', 'malang', 'siapkan', 'jalur', 'vaksinasi', 'covid']","['rata', 'pemkot', 'malang', 'siap', 'jalur', 'vaksinasi', 'covid']"
340,340,karantina mandiri minhyuk btob positif covid,11936,populer,"['karantina', 'mandiri', 'minhyuk', 'btob', 'positif', 'covid']",<FreqDist with 6 samples and 6 outcomes>,"['karantina', 'mandiri', 'minhyuk', 'btob', 'positif', 'covid']","['karantina', 'mandiri', 'minhyuk', 'btob', 'positif', 'covid']","['karantina', 'mandiri', 'minhyuk', 'btob', 'positif', 'covid']"
341,341,gugur karena covid ahli waris peserta bpjamsostek terima santunan,10256,populer,"['gugur', 'karena', 'covid', 'ahli', 'waris', 'peserta', 'bpjamsostek', 'terima', 'santunan']",<FreqDist with 9 samples and 9 outcomes>,"['gugur', 'covid', 'ahli', 'waris', 'peserta', 'bpjamsostek', 'terima', 'santunan']","['gugur', 'covid', 'ahli', 'waris', 'peserta', 'bpjamsostek', 'terima', 'santunan']","['gugur', 'covid', 'ahli', 'waris', 'serta', 'bpjamsostek', 'terima', 'santun']"
342,342,bantu pasien covid alumni ub malang bikin aplikasi isoman,12189,populer,"['bantu', 'pasien', 'covid', 'alumni', 'ub', 'malang', 'bikin', 'aplikasi', 'isoman']",<FreqDist with 9 samples and 9 outcomes>,"['bantu', 'pasien', 'covid', 'alumni', 'ub', 'malang', 'aplikasi', 'isoman']","['bantu', 'pasien', 'covid', 'alumni', 'ub', 'malang', 'aplikasi', 'isoman']","['bantu', 'pasien', 'covid', 'alumni', 'ub', 'malang', 'aplikasi', 'isoman']"
343,343,tingkat kesembuhan pasien covid di kota malang merangkak naik,5775,populer,"['tingkat', 'kesembuhan', 'pasien', 'covid', 'di', 'kota', 'malang', 'merangkak', 'naik']",<FreqDist with 9 samples and 9 outcomes>,"['tingkat', 'kesembuhan', 'pasien', 'covid', 'kota', 'malang', 'merangkak']","['tingkat', 'kesembuhan', 'pasien', 'covid', 'kota', 'malang', 'merangkak']","['tingkat', 'sembuh', 'pasien', 'covid', 'kota', 'malang', 'rangkak']"
344,344,sakit kepala masuk daftar gejala covid varian delta,11402,populer,"['sakit', 'kepala', 'masuk', 'daftar', 'gejala', 'covid', 'varian', 'delta']",<FreqDist with 8 samples and 8 outcomes>,"['sakit', 'kepala', 'masuk', 'daftar', 'gejala', 'covid', 'varian', 'delta']","['sakit', 'kepala', 'masuk', 'daftar', 'gejala', 'covid', 'varian', 'delta']","['sakit', 'kepala', 'masuk', 'daftar', 'gejala', 'covid', 'varian', 'delta']"
345,345,kasus harian covid ri tembus ribu kematian jatim tertinggi kedua,1235,populer,"['kasus', 'harian', 'covid', 'ri', 'tembus', 'ribu', 'kematian', 'jatim', 'tertinggi', 'kedua']",<FreqDist with 10 samples and 10 outcomes>,"['harian', 'covid', 'ri', 'tembus', 'ribu', 'kematian', 'jatim', 'tertinggi']","['harian', 'covid', 'ri', 'tembus', 'ribu', 'kematian', 'jatim', 'tertinggi']","['hari', 'covid', 'ri', 'tembus', 'ribu', 'mati', 'jatim', 'tinggi']"
346,346,kecamatan wagir malang siapkan bed di posko isoman covid,6207,populer,"['kecamatan', 'wagir', 'malang', 'siapkan', 'bed', 'di', 'posko', 'isoman', 'covid']",<FreqDist with 9 samples and 9 outcomes>,"['kecamatan', 'wagir', 'malang', 'siapkan', 'bed', 'posko', 'isoman', 'covid']","['kecamatan', 'wagir', 'malang', 'siapkan', 'bed', 'posko', 'isoman', 'covid']","['camat', 'wagir', 'malang', 'siap', 'bed', 'posko', 'isoman', 'covid']"
347,347,kematian covid di malang tinggi produksi peti jenazah naik lipat,11116,populer,"['kematian', 'covid', 'di', 'malang', 'tinggi', 'produksi', 'peti', 'jenazah', 'naik', 'lipat']",<FreqDist with 10 samples and 10 outcomes>,"['kematian', 'covid', 'malang', 'produksi', 'peti', 'jenazah', 'lipat']","['kematian', 'covid', 'malang', 'produksi', 'peti', 'jenazah', 'lipat']","['mati', 'covid', 'malang', 'produksi', 'peti', 'jenazah', 'lipat']"
348,348,cek fakta orang vaksin covid pancarkan sinar elektromagnetik,6181,populer,"['cek', 'fakta', 'orang', 'vaksin', 'covid', 'pancarkan', 'sinar', 'elektromagnetik']",<FreqDist with 8 samples and 8 outcomes>,"['cek', 'fakta', 'orang', 'vaksin', 'covid', 'pancarkan', 'sinar', 'elektromagnetik']","['cek', 'fakta', 'orang', 'vaksin', 'covid', 'pancarkan', 'sinar', 'elektromagnetik']","['cek', 'fakta', 'orang', 'vaksin', 'covid', 'pancar', 'sinar', 'elektromagnetik']"
349,349,warga antusias vaksin covid lanal malang tambah kuota,3982,populer,"['warga', 'antusias', 'vaksin', 'covid', 'lanal', 'malang', 'tambah', 'kuota']",<FreqDist with 8 samples and 8 outcomes>,"['warga', 'antusias', 'vaksin', 'covid', 'lanal', 'malang', 'kuota']","['warga', 'antusias', 'vaksin', 'covid', 'lanal', 'malang', 'kuota']","['warga', 'antusias', 'vaksin', 'covid', 'lanal', 'malang', 'kuota']"
350,350,penanganan pasien covid yang meninggal saat isoman di malang lambat,13711,populer,"['penanganan', 'pasien', 'covid', 'yang', 'meninggal', 'saat', 'isoman', 'di', 'malang', 'lambat']",<FreqDist with 10 samples and 10 outcomes>,"['penanganan', 'pasien', 'covid', 'meninggal', 'isoman', 'malang', 'lambat']","['penanganan', 'pasien', 'covid', 'meninggal', 'isoman', 'malang', 'lambat']","['tangan', 'pasien', 'covid', 'tinggal', 'isoman', 'malang', 'lambat']"
351,351,tempat pemulasaraan jenazah covid di malang overload,10055,populer,"['tempat', 'pemulasaraan', 'jenazah', 'covid', 'di', 'malang', 'overload']",<FreqDist with 7 samples and 7 outcomes>,"['pemulasaraan', 'jenazah', 'covid', 'malang', 'overload']","['pemulasaraan', 'jenazah', 'covid', 'malang', 'overload']","['pemulasaraan', 'jenazah', 'covid', 'malang', 'overload']"
352,352,longgarkan makan di tempat kasus covid singapura langsung meningkat,10384,populer,"['longgarkan', 'makan', 'di', 'tempat', 'kasus', 'covid', 'singapura', 'langsung', 'meningkat']",<FreqDist with 9 samples and 9 outcomes>,"['longgarkan', 'makan', 'covid', 'singapura', 'langsung', 'meningkat']","['longgarkan', 'makan', 'covid', 'singapura', 'langsung', 'meningkat']","['longgar', 'makan', 'covid', 'singapura', 'langsung', 'tingkat']"
353,353,info vaksinasi covid kota batu check,12647,populer,"['info', 'vaksinasi', 'covid', 'kota', 'batu', 'check']",<FreqDist with 6 samples and 6 outcomes>,"['info', 'vaksinasi', 'covid', 'kota', 'batu', 'check']","['info', 'vaksinasi', 'covid', 'kota', 'batu', 'check']","['info', 'vaksinasi', 'covid', 'kota', 'batu', 'check']"
354,354,perusahaan di karangploso malang gratiskan oksigen untuk pasien covid,13619,populer,"['perusahaan', 'di', 'karangploso', 'malang', 'gratiskan', 'oksigen', 'untuk', 'pasien', 'covid']",<FreqDist with 9 samples and 9 outcomes>,"['perusahaan', 'karangploso', 'malang', 'gratiskan', 'oksigen', 'pasien', 'covid']","['perusahaan', 'karangploso', 'malang', 'gratiskan', 'oksigen', 'pasien', 'covid']","['usaha', 'karangploso', 'malang', 'gratis', 'oksigen', 'pasien', 'covid']"
355,355,vaksinasi rawan munculkan klaster covid begini saran idi malang,10034,populer,"['vaksinasi', 'rawan', 'munculkan', 'klaster', 'covid', 'begini', 'saran', 'idi', 'malang']",<FreqDist with 9 samples and 9 outcomes>,"['vaksinasi', 'rawan', 'munculkan', 'klaster', 'covid', 'saran', 'idi', 'malang']","['vaksinasi', 'rawan', 'munculkan', 'klaster', 'covid', 'saran', 'idi', 'malang']","['vaksinasi', 'rawan', 'muncul', 'klaster', 'covid', 'saran', 'idi', 'malang']"
356,356,bantu tangani pandemi covid bri saluran fasilitas penunjang rs,676,populer,"['bantu', 'tangani', 'pandemi', 'covid', 'bri', 'saluran', 'fasilitas', 'penunjang', 'rs']",<FreqDist with 9 samples and 9 outcomes>,"['bantu', 'tangani', 'pandemi', 'covid', 'bri', 'saluran', 'fasilitas', 'penunjang', 'rs']","['bantu', 'tangani', 'pandemi', 'covid', 'bri', 'saluran', 'fasilitas', 'penunjang', 'rs']","['bantu', 'tangan', 'pandemi', 'covid', 'bri', 'salur', 'fasilitas', 'tunjang', 'rs']"
357,357,kasus covid tinggi stok tabung oksigen di kabupaten malang aman,1337,populer,"['kasus', 'covid', 'tinggi', 'stok', 'tabung', 'oksigen', 'di', 'kabupaten', 'malang', 'aman']",<FreqDist with 10 samples and 10 outcomes>,"['covid', 'stok', 'tabung', 'oksigen', 'kabupaten', 'malang', 'aman']","['covid', 'stok', 'tabung', 'oksigen', 'kabupaten', 'malang', 'aman']","['covid', 'stok', 'tabung', 'oksigen', 'kabupaten', 'malang', 'aman']"
358,358,catat ini perbedaan terpapar covid dan flu biasa,13313,populer,"['catat', 'ini', 'perbedaan', 'terpapar', 'covid', 'dan', 'flu', 'biasa']",<FreqDist with 8 samples and 8 outcomes>,"['catat', 'perbedaan', 'terpapar', 'covid', 'flu']","['catat', 'perbedaan', 'terpapar', 'covid', 'flu']","['catat', 'beda', 'papar', 'covid', 'flu']"
359,359,dipalak pemikul jenazah rp juta keluarga korban covid lapor polisi,11852,populer,"['dipalak', 'pemikul', 'jenazah', 'rp', 'juta', 'keluarga', 'korban', 'covid', 'lapor', 'polisi']",<FreqDist with 10 samples and 10 outcomes>,"['dipalak', 'pemikul', 'jenazah', 'rp', 'juta', 'keluarga', 'korban', 'covid', 'lapor', 'polisi']","['dipalak', 'pemikul', 'jenazah', 'rp', 'juta', 'keluarga', 'korban', 'covid', 'lapor', 'polisi']","['palak', 'pikul', 'jenazah', 'rp', 'juta', 'keluarga', 'korban', 'covid', 'lapor', 'polisi']"
360,360,airlangga vaksinasi massal jangan jadi klaster baru covid,4634,populer,"['airlangga', 'vaksinasi', 'massal', 'jangan', 'jadi', 'klaster', 'baru', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['airlangga', 'vaksinasi', 'massal', 'klaster', 'covid']","['airlangga', 'vaksinasi', 'massal', 'klaster', 'covid']","['airlangga', 'vaksinasi', 'massal', 'klaster', 'covid']"
361,361,tak kemanamana sherina positif terpapar covid,3682,populer,"['tak', 'kemanamana', 'sherina', 'positif', 'terpapar', 'covid']",<FreqDist with 6 samples and 6 outcomes>,"['kemanamana', 'sherina', 'positif', 'terpapar', 'covid']","['kemanamana', 'sherina', 'positif', 'terpapar', 'covid']","['kemanamana', 'sherina', 'positif', 'papar', 'covid']"
362,362,sindikat pemburu cuan berlipat obat covid dibongkar polisi,12128,populer,"['sindikat', 'pemburu', 'cuan', 'berlipat', 'obat', 'covid', 'dibongkar', 'polisi']",<FreqDist with 8 samples and 8 outcomes>,"['sindikat', 'pemburu', 'cuan', 'berlipat', 'obat', 'covid', 'dibongkar', 'polisi']","['sindikat', 'pemburu', 'cuan', 'berlipat', 'obat', 'covid', 'dibongkar', 'polisi']","['sindikat', 'buru', 'cuan', 'lipat', 'obat', 'covid', 'bongkar', 'polisi']"
363,363,rs rujukan covid di kota batu penuh pemdes bikin shelter mandiri,10756,populer,"['rs', 'rujukan', 'covid', 'di', 'kota', 'batu', 'penuh', 'pemdes', 'bikin', 'shelter', 'mandiri']",<FreqDist with 11 samples and 11 outcomes>,"['rs', 'rujukan', 'covid', 'kota', 'batu', 'penuh', 'pemdes', 'shelter', 'mandiri']","['rs', 'rujukan', 'covid', 'kota', 'batu', 'penuh', 'pemdes', 'shelter', 'mandiri']","['rs', 'rujuk', 'covid', 'kota', 'batu', 'penuh', 'pemdes', 'shelter', 'mandiri']"
364,364,alert igd incovid kota malang overcapacity persen,831,populer,"['alert', 'igd', 'incovid', 'kota', 'malang', 'overcapacity', 'persen']",<FreqDist with 7 samples and 7 outcomes>,"['alert', 'igd', 'incovid', 'kota', 'malang', 'overcapacity', 'persen']","['alert', 'igd', 'incovid', 'kota', 'malang', 'overcapacity', 'persen']","['alert', 'igd', 'incovid', 'kota', 'malang', 'overcapacity', 'persen']"
365,365,mendesak pemkab malang tambah fasilitas layanan pasien covid,13661,populer,"['mendesak', 'pemkab', 'malang', 'tambah', 'fasilitas', 'layanan', 'pasien', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['mendesak', 'pemkab', 'malang', 'fasilitas', 'layanan', 'pasien', 'covid']","['mendesak', 'pemkab', 'malang', 'fasilitas', 'layanan', 'pasien', 'covid']","['desak', 'pemkab', 'malang', 'fasilitas', 'layan', 'pasien', 'covid']"
366,366,bri salurkan tempat tidur untuk penanganan covid,4682,populer,"['bri', 'salurkan', 'tempat', 'tidur', 'untuk', 'penanganan', 'covid']",<FreqDist with 7 samples and 7 outcomes>,"['bri', 'salurkan', 'tidur', 'penanganan', 'covid']","['bri', 'salurkan', 'tidur', 'penanganan', 'covid']","['bri', 'salur', 'tidur', 'tangan', 'covid']"
367,367,covid menggila rasio vaksinasi di kabupaten malang masih minimalis,14005,populer,"['covid', 'menggila', 'rasio', 'vaksinasi', 'di', 'kabupaten', 'malang', 'masih', 'minimalis']",<FreqDist with 9 samples and 9 outcomes>,"['covid', 'menggila', 'rasio', 'vaksinasi', 'kabupaten', 'malang', 'minimalis']","['covid', 'menggila', 'rasio', 'vaksinasi', 'kabupaten', 'malang', 'minimalis']","['covid', 'gila', 'rasio', 'vaksinasi', 'kabupaten', 'malang', 'minimal']"
368,368,nakes kabupaten malang terpapar covid,8347,populer,"['nakes', 'kabupaten', 'malang', 'terpapar', 'covid']",<FreqDist with 5 samples and 5 outcomes>,"['nakes', 'kabupaten', 'malang', 'terpapar', 'covid']","['nakes', 'kabupaten', 'malang', 'terpapar', 'covid']","['nakes', 'kabupaten', 'malang', 'papar', 'covid']"
369,369,klaster atrbpn kota malang karyawan positif covid,6585,populer,"['klaster', 'atrbpn', 'kota', 'malang', 'karyawan', 'positif', 'covid']",<FreqDist with 7 samples and 7 outcomes>,"['klaster', 'atrbpn', 'kota', 'malang', 'karyawan', 'positif', 'covid']","['klaster', 'atrbpn', 'kota', 'malang', 'karyawan', 'positif', 'covid']","['klaster', 'atrbpn', 'kota', 'malang', 'karyawan', 'positif', 'covid']"
370,370,pecah rekor sehari pasien meninggal karena covid,10664,populer,"['pecah', 'rekor', 'sehari', 'pasien', 'meninggal', 'karena', 'covid']",<FreqDist with 7 samples and 7 outcomes>,"['pecah', 'rekor', 'sehari', 'pasien', 'meninggal', 'covid']","['pecah', 'rekor', 'sehari', 'pasien', 'meninggal', 'covid']","['pecah', 'rekor', 'hari', 'pasien', 'tinggal', 'covid']"
371,371,antrian pasien panjang pemkot malang tambah rs rujukan covid,7565,populer,"['antrian', 'pasien', 'panjang', 'pemkot', 'malang', 'tambah', 'rs', 'rujukan', 'covid']",<FreqDist with 9 samples and 9 outcomes>,"['antrian', 'pasien', 'pemkot', 'malang', 'rs', 'rujukan', 'covid']","['antrian', 'pasien', 'pemkot', 'malang', 'rs', 'rujukan', 'covid']","['antri', 'pasien', 'pemkot', 'malang', 'rs', 'rujuk', 'covid']"
372,372,genting obat terapi covid langka harga oksigen melambung,11791,populer,"['genting', 'obat', 'terapi', 'covid', 'langka', 'harga', 'oksigen', 'melambung']",<FreqDist with 8 samples and 8 outcomes>,"['genting', 'obat', 'terapi', 'covid', 'langka', 'harga', 'oksigen', 'melambung']","['genting', 'obat', 'terapi', 'covid', 'langka', 'harga', 'oksigen', 'melambung']","['genting', 'obat', 'terapi', 'covid', 'langka', 'harga', 'oksigen', 'lambung']"
373,373,lonjakan covid kabupaten malang buka opsi sekolah jadi safe house,14487,populer,"['lonjakan', 'covid', 'kabupaten', 'malang', 'buka', 'opsi', 'sekolah', 'jadi', 'safe', 'house']",<FreqDist with 10 samples and 10 outcomes>,"['lonjakan', 'covid', 'kabupaten', 'malang', 'buka', 'opsi', 'sekolah', 'safe', 'house']","['lonjakan', 'covid', 'kabupaten', 'malang', 'buka', 'opsi', 'sekolah', 'safe', 'house']","['lonjak', 'covid', 'kabupaten', 'malang', 'buka', 'opsi', 'sekolah', 'safe', 'house']"
374,374,panic buying bikin obat terapi covid di malang langka,3996,populer,"['panic', 'buying', 'bikin', 'obat', 'terapi', 'covid', 'di', 'malang', 'langka']",<FreqDist with 9 samples and 9 outcomes>,"['panic', 'buying', 'obat', 'terapi', 'covid', 'malang', 'langka']","['panic', 'buying', 'obat', 'terapi', 'covid', 'malang', 'langka']","['panic', 'buying', 'obat', 'terapi', 'covid', 'malang', 'langka']"
375,375,bor penuh pemkot batu buka wacana hotel untuk safe house covid,3060,populer,"['bor', 'penuh', 'pemkot', 'batu', 'buka', 'wacana', 'hotel', 'untuk', 'safe', 'house', 'covid']",<FreqDist with 11 samples and 11 outcomes>,"['bor', 'penuh', 'pemkot', 'batu', 'buka', 'wacana', 'hotel', 'safe', 'house', 'covid']","['bor', 'penuh', 'pemkot', 'batu', 'buka', 'wacana', 'hotel', 'safe', 'house', 'covid']","['bor', 'penuh', 'pemkot', 'batu', 'buka', 'wacana', 'hotel', 'safe', 'house', 'covid']"
376,376,pecah rekor sehari orang meninggal karena covid di malang,4700,populer,"['pecah', 'rekor', 'sehari', 'orang', 'meninggal', 'karena', 'covid', 'di', 'malang']",<FreqDist with 9 samples and 9 outcomes>,"['pecah', 'rekor', 'sehari', 'orang', 'meninggal', 'covid', 'malang']","['pecah', 'rekor', 'sehari', 'orang', 'meninggal', 'covid', 'malang']","['pecah', 'rekor', 'hari', 'orang', 'tinggal', 'covid', 'malang']"
377,377,obat antivirus terapi covid langka di kota batu,7665,populer,"['obat', 'antivirus', 'terapi', 'covid', 'langka', 'di', 'kota', 'batu']",<FreqDist with 8 samples and 8 outcomes>,"['obat', 'antivirus', 'terapi', 'covid', 'langka', 'kota', 'batu']","['obat', 'antivirus', 'terapi', 'covid', 'langka', 'kota', 'batu']","['obat', 'antivirus', 'terapi', 'covid', 'langka', 'kota', 'batu']"
378,378,covid menggila warga malang enggan belanja ke pasar,11642,populer,"['covid', 'menggila', 'warga', 'malang', 'enggan', 'belanja', 'ke', 'pasar']",<FreqDist with 8 samples and 8 outcomes>,"['covid', 'menggila', 'warga', 'malang', 'enggan', 'belanja', 'pasar']","['covid', 'menggila', 'warga', 'malang', 'enggan', 'belanja', 'pasar']","['covid', 'gila', 'warga', 'malang', 'enggan', 'belanja', 'pasar']"
379,379,pemkot optimis herd immunity covid kota malang tercapai di juli,2945,populer,"['pemkot', 'optimis', 'herd', 'immunity', 'covid', 'kota', 'malang', 'tercapai', 'di', 'juli']",<FreqDist with 10 samples and 10 outcomes>,"['pemkot', 'optimis', 'herd', 'immunity', 'covid', 'kota', 'malang', 'tercapai', 'juli']","['pemkot', 'optimis', 'herd', 'immunity', 'covid', 'kota', 'malang', 'tercapai', 'juli']","['pemkot', 'optimis', 'herd', 'immunity', 'covid', 'kota', 'malang', 'capai', 'juli']"
380,380,rawan terpapar covid puluhan supeltas di malang ikut vaksinasi,10794,populer,"['rawan', 'terpapar', 'covid', 'puluhan', 'supeltas', 'di', 'malang', 'ikut', 'vaksinasi']",<FreqDist with 9 samples and 9 outcomes>,"['rawan', 'terpapar', 'covid', 'puluhan', 'supeltas', 'malang', 'vaksinasi']","['rawan', 'terpapar', 'covid', 'puluhan', 'supeltas', 'malang', 'vaksinasi']","['rawan', 'papar', 'covid', 'puluh', 'supeltas', 'malang', 'vaksinasi']"
381,381,angka kematian covid di rowotrate malang jadi orang,13814,populer,"['angka', 'kematian', 'covid', 'di', 'rowotrate', 'malang', 'jadi', 'orang']",<FreqDist with 8 samples and 8 outcomes>,"['angka', 'kematian', 'covid', 'rowotrate', 'malang', 'orang']","['angka', 'kematian', 'covid', 'rowotrate', 'malang', 'orang']","['angka', 'mati', 'covid', 'rowotrate', 'malang', 'orang']"
382,382,stasiun kota baru malang layani vaksinasi covid syaratnya begini,9943,populer,"['stasiun', 'kota', 'baru', 'malang', 'layani', 'vaksinasi', 'covid', 'syaratnya', 'begini']",<FreqDist with 9 samples and 9 outcomes>,"['stasiun', 'kota', 'malang', 'layani', 'vaksinasi', 'covid', 'syaratnya']","['stasiun', 'kota', 'malang', 'layani', 'vaksinasi', 'covid', 'syaratnya']","['stasiun', 'kota', 'malang', 'layan', 'vaksinasi', 'covid', 'syarat']"
